word,meaning,example,translation,interval,repetitions,next_due,total_attempts,error_count,total_correct,total_wrong,last_correct_date
introduce,to present or bring in something new,Let me introduce my friend.,讓我介紹一下我的朋友。,1.0,0,2025-05-26 22:15:13.162000,0,0,0,0,
introduction,the beginning or presentation of something,The introduction of the book was short.,書的介紹很簡短。,1.0,0,2025-05-26 22:15:13.162036,0,0,0,0,
invasion,an attack by an armed force,The invasion lasted three days.,這場入侵持續了三天。,1.0,0,2025-05-26 22:15:13.162071,0,0,0,0,
invest,to put in money or effort,They invest in technology.,他們投資於科技。,1.0,0,2025-05-26 22:15:13.162107,0,0,0,0,
investigate,to look into or explore deeply,The police will investigate the case.,警方將調查此案。,1.0,0,2025-05-26 22:15:13.162142,0,0,0,0,
investigation,the act of examining a situation,There’s an ongoing investigation.,調查仍在進行中。,1.0,0,2025-05-26 22:15:13.162178,0,0,0,0,
investigator,a person who investigates,The investigator asked many questions.,調查人員問了很多問題。,1.0,0,2025-05-26 22:15:13.162214,0,0,0,0,
investment,the act of putting in resources,Real estate is a safe investment.,房地產是一項穩健的投資。,1.0,0,2025-05-26 22:15:13.162249,0,0,0,0,
investor,a person who puts in money for a return,He’s a smart investor.,他是個聰明的投資者。,1.0,0,2025-05-26 22:15:13.162284,0,0,0,0,
invite,to ask someone to come,Did you invite her to the party?,你邀請她參加派對了嗎？,1.0,0,2025-05-26 22:15:13.162320,0,0,0,0,
involve,to include or affect,This job involves travel.,這份工作涉及出差。,1.0,0,2025-05-26 22:15:13.162355,0,0,0,0,
involved,taking part in something,She’s involved in the project.,她參與了這個專案。,1.0,0,2025-05-26 22:15:13.162391,0,0,0,0,
involvement,participation,His involvement was crucial.,他的參與至關重要。,1.0,0,2025-05-26 22:15:13.162426,0,0,0,0,
Iraqi,a person from Iraq,He is an Iraqi citizen.,他是伊拉克公民。,1.0,0,2025-05-26 22:15:13.162462,0,0,0,0,
Irish,from Ireland,She has Irish roots.,她有愛爾蘭血統。,1.0,0,2025-05-26 22:15:13.162497,0,0,0,0,
iron,a strong metal,This gate is made of iron.,這道門是鐵做的。,1.0,0,2025-05-26 22:15:13.162533,0,0,0,0,
Islamic,related to Islam,It’s an Islamic holiday.,這是伊斯蘭節日。,1.0,0,2025-05-26 22:15:13.162568,0,0,0,0,
island,land surrounded by water,Taiwan is an island.,台灣是一座島嶼。,1.0,0,2025-05-26 22:15:13.162604,0,0,0,0,
Israeli,a person from Israel,The Israeli athlete won gold.,以色列運動員贏得金牌。,1.0,0,2025-05-26 22:15:13.162639,0,0,0,0,
issue,a problem or topic,This is a serious issue.,這是一個嚴重的問題。,1.0,0,2025-05-26 22:15:13.162675,0,0,0,0,
it,used to refer to a thing or idea,It is raining.,下雨了。,1.0,0,2025-05-26 22:15:13.162711,0,0,0,0,
Italian,from Italy,We had Italian food.,我們吃了義大利菜。,1.0,0,2025-05-26 22:15:13.162746,0,0,0,0,
item,a single object or entry,I forgot one item on the list.,我忘了一樣清單上的東西。,1.0,0,2025-05-26 22:15:13.162781,0,0,0,0,
its,belonging to it,The cat chased its tail.,那隻貓追自己的尾巴。,1.0,0,2025-05-26 22:15:13.162816,0,0,0,0,
itself,refers back to 'it',The company reinvented itself.,那家公司自我革新。,1.0,0,2025-05-26 22:15:13.162850,0,0,0,0,
jacket,a short coat,He wore a leather jacket.,他穿了一件皮外套。,1.0,0,2025-05-26 22:15:13.162884,0,0,0,0,
jail,a place to hold criminals,He went to jail.,他被關進監獄。,1.0,0,2025-05-26 22:15:13.162918,0,0,0,0,
Japanese,from Japan,He speaks Japanese.,他會說日語。,1.0,0,2025-05-26 22:15:13.162952,0,0,0,0,
jet,a fast airplane,They flew on a private jet.,他們搭乘私人噴射機。,1.0,0,2025-05-26 22:15:13.162987,0,0,0,0,
Jew,a person of Jewish faith or heritage,She is a practicing Jew.,她是猶太教徒。,1.0,0,2025-05-26 22:15:13.163021,0,0,0,0,
Jewish,relating to Jews or Judaism,They follow Jewish traditions.,他們遵守猶太傳統。,1.0,0,2025-05-26 22:15:13.163056,0,0,0,0,
job,work or employment,She found a new job.,她找到了一份新工作。,1.0,0,2025-05-26 22:15:13.163090,0,0,0,0,
join,to become part of something,Can I join your team?,我可以加入你們的隊伍嗎？,1.0,0,2025-05-26 22:15:13.163124,0,0,0,0,
joint,a shared or connected part,They made a joint decision.,他們做了共同決定。,1.0,0,2025-05-26 22:15:13.163159,0,0,0,0,
joke,something said to make people laugh,That was a funny joke.,那是一個有趣的笑話。,1.0,0,2025-05-26 22:15:13.163193,0,0,0,0,
journal,a daily record or magazine,She writes in a journal every night.,她每天晚上寫日記。,1.0,0,2025-05-26 22:15:13.163228,0,0,0,0,
journalist,a person who writes news,He is a political journalist.,他是政治記者。,1.0,0,2025-05-26 22:15:13.163262,0,0,0,0,
journey,a trip or travel,The journey took three hours.,旅程花了三個小時。,1.0,0,2025-05-26 22:15:13.163296,0,0,0,0,
joy,extreme happiness,Tears of joy filled her eyes.,她滿眼喜悅的淚水。,1.0,0,2025-05-26 22:15:13.163331,0,0,0,0,
judge,a person who decides in court,The judge made a fair ruling.,法官做出了公正的裁決。,1.0,0,2025-05-26 22:15:13.163365,0,0,0,0,
judgment,the ability to make decisions,Use good judgment.,要有良好的判斷力。,1.0,0,2025-05-26 22:15:13.163399,0,0,0,0,
juice,a drink made from fruit,Would you like some orange juice?,你想喝橙汁嗎？,1.0,0,2025-05-26 22:15:13.163433,0,0,0,0,
jump,to push off the ground,The kids love to jump.,孩子們喜歡跳躍。,1.0,0,2025-05-26 22:15:13.163468,0,0,0,0,
junior,lower in rank or younger,He’s a junior employee.,他是資淺員工。,1.0,0,2025-05-26 22:15:13.163502,0,0,0,0,
jury,a group deciding in court,The jury found him guilty.,陪審團判他有罪。,1.0,0,2025-05-26 22:15:13.163537,0,0,0,0,
just,fair or only,She wants justice and just treatment.,她想要正義和公平對待。,1.0,0,2025-05-26 22:15:13.163571,0,0,0,0,
justice,fairness or law,They fight for social justice.,他們為社會正義而戰。,1.0,0,2025-05-26 22:15:13.163605,0,0,0,0,
justify,to show something is right,How do you justify your actions?,你怎麼為自己的行為辯護？,1.0,0,2025-05-26 22:15:13.163640,0,0,0,0,
keep,to continue or hold something,Keep the door closed.,把門關好。,1.0,0,2025-05-26 22:15:13.163674,0,0,0,0,
key,important or a tool to unlock,Education is the key to success.,教育是成功的關鍵。,1.0,0,2025-05-26 22:15:13.163709,0,0,0,0,
kick,to strike with the foot,He kicked the ball.,他踢了球。,1.0,0,2025-05-26 22:15:13.163743,0,0,0,0,
kid,a child,That kid is very smart.,那個小孩很聰明。,1.0,0,2025-05-26 22:15:13.163777,0,0,0,0,
kill,to cause death,The virus can kill quickly.,這種病毒傳播迅速。,1.0,0,2025-05-26 22:15:13.163812,0,0,0,0,
killer,a person or thing that kills,The killer was caught.,兇手被抓到了。,1.0,0,2025-05-26 22:15:13.163846,0,0,0,0,
killing,the act of causing death,The killing shocked the town.,這起謀殺震驚了小鎮。,1.0,0,2025-05-26 22:15:13.163880,0,0,0,0,
kind,a type or being nice,What kind of food do you like?,你喜歡哪種食物？,1.0,0,2025-05-26 22:15:13.163915,0,0,0,0,
king,a male ruler,The king ruled for 40 years.,國王統治了40年。,1.0,0,2025-05-26 22:15:13.163949,0,0,0,0,
kiss,to touch with lips,She kissed her baby.,她親吻了她的寶寶。,1.0,0,2025-05-26 22:15:13.163983,0,0,0,0,
kitchen,a room for cooking,Dinner’s in the kitchen.,晚餐在廚房裡。,1.0,0,2025-05-26 22:15:13.164017,0,0,0,0,
knee,the joint between thigh and leg,He hurt his knee.,他弄傷了膝蓋。,1.0,0,2025-05-26 22:15:13.164052,0,0,0,0,
knife,a sharp tool for cutting,Use a knife to slice it.,用刀切開它。,1.0,0,2025-05-26 22:15:13.164086,0,0,0,0,
knock,to hit a surface to make noise,Knock on the door.,敲門。,1.0,0,2025-05-26 22:15:13.164121,0,0,0,0,
know,to have knowledge,I know the answer.,我知道答案。,1.0,0,2025-05-26 22:15:13.164155,0,0,0,0,
knowledge,what you know,Reading builds knowledge.,閱讀能增進知識。,1.0,0,2025-05-26 22:15:13.164189,0,0,0,0,
lab,short for laboratory,She works in a science lab.,她在科學實驗室工作。,1.0,0,2025-05-26 22:15:13.164223,0,0,0,0,
label,a tag or category name,Read the label before use.,使用前請閱讀標籤。,1.0,0,2025-05-26 22:15:13.164258,0,0,0,0,
labor,work or effort,The workers labored all day.,工人們工作了一整天。,1.0,0,2025-05-26 22:15:13.164293,0,0,0,0,
laboratory,a room for science experiments,The laboratory is closed.,實驗室關閉了。,1.0,0,2025-05-26 22:15:13.164327,0,0,0,0,
lack,not having enough,There is a lack of evidence.,缺乏證據。,1.0,0,2025-05-26 22:15:13.164362,0,0,0,0,
lady,a polite term for woman,She’s a kind lady.,她是一位親切的女士。,1.0,0,2025-05-26 22:15:13.164396,0,0,0,0,
lake,a large body of water,We swam in the lake.,我們在湖裡游泳。,1.0,0,2025-05-26 22:15:13.164431,0,0,0,0,
land,the solid part of the earth,The plane landed on the land.,飛機降落在陸地上。,1.0,0,2025-05-26 22:15:13.164465,0,0,0,0,
landscape,an area of land and its appearance,The landscape is beautiful.,風景很美。,1.0,0,2025-05-26 22:15:13.164500,0,0,0,0,
language,a system of communication,He speaks three languages.,他會說三種語言。,1.0,0,2025-05-26 22:15:13.164534,0,0,0,0,
lap,the top of the thighs when sitting,The baby sat on her lap.,嬰兒坐在她的大腿上。,1.0,0,2025-05-26 22:15:13.164569,0,0,0,0,
large,big in size or amount,They live in a large house.,他們住在一棟大房子裡。,1.0,0,2025-05-26 22:15:13.164603,0,0,0,0,
largely,mostly or mainly,Success is largely due to hard work.,成功主要來自努力。,1.0,0,2025-05-26 22:15:13.164638,0,0,0,0,
last,final or previous,This is the last chance.,這是最後一次機會。,1.0,0,2025-05-26 22:15:13.164672,0,0,0,0,
late,after expected time,She arrived late.,她遲到了。,1.0,0,2025-05-26 22:15:13.164707,0,0,0,0,
later,after some time,I’ll see you later.,我等下見你。,1.0,0,2025-05-26 22:15:13.164741,0,0,0,0,
Latin,related to Latin language or culture,She studied Latin in college.,她在大學學拉丁文。,1.0,0,2025-05-26 22:15:13.164776,0,0,0,0,
latter,the second of two things,"Between tea and coffee, I prefer the latter.",茶和咖啡中我喜歡後者。,1.0,0,2025-05-26 22:15:13.164810,0,0,0,0,
laugh,to express joy with sound,They laughed at the joke.,他們笑那個笑話。,1.0,0,2025-05-26 22:15:13.164844,0,0,0,0,
launch,to start or send out,They launched a new product.,他們推出了新產品。,1.0,0,2025-05-26 22:15:13.164879,0,0,0,0,
law,a rule made by the government,Follow the law.,遵守法律。,1.0,0,2025-05-26 22:15:13.164913,0,0,0,0,
lawn,a grass-covered yard,He mowed the lawn.,他割了草坪。,1.0,0,2025-05-26 22:15:13.164947,0,0,0,0,
lawsuit,a legal case in court,They filed a lawsuit.,他們提起了訴訟。,1.0,0,2025-05-26 22:15:13.164981,0,0,0,0,
lawyer,a person who practices law,She became a lawyer.,她成為了律師。,1.0,0,2025-05-26 22:15:13.165015,0,0,0,0,
lay,to place something down,Lay the book on the table.,把書放桌上。,1.0,0,2025-05-26 22:15:13.165050,0,0,0,0,
layer,a sheet or level,Put on another layer of paint.,再塗一層漆。,1.0,0,2025-05-26 22:15:13.165084,0,0,0,0,
lead,to guide or be in charge,She leads the team.,她領導這個團隊。,1.0,0,2025-05-26 22:15:13.165118,0,0,0,0,
leader,a person who leads,He is a great leader.,他是個好領導。,1.0,0,2025-05-26 22:15:13.165152,0,0,0,0,
leadership,the ability to lead,Leadership is important in business.,領導力在商業中很重要。,1.0,0,2025-05-26 22:15:13.165186,0,0,0,0,
leading,most important or top,She is a leading expert.,她是一位領先的專家。,1.0,0,2025-05-26 22:15:13.165220,0,0,0,0,
leaf,the flat part of a plant,The leaf turned yellow.,葉子變黃了。,1.0,0,2025-05-26 22:15:13.165255,0,0,0,0,
league,a group with common interest,He plays in a soccer league.,他參加足球聯賽。,1.0,0,2025-05-26 22:15:13.165289,0,0,0,0,
lean,to bend or rest against,Lean on me.,靠著我。,1.0,0,2025-05-26 22:15:13.165323,0,0,0,0,
learn,to gain knowledge,I want to learn English.,我想學英文。,1.0,0,2025-05-26 22:15:13.165358,0,0,0,0,
learning,the process of gaining knowledge,Learning is a lifelong journey.,學習是一輩子的事。,1.0,0,2025-05-26 22:15:13.165392,0,0,0,0,
least,lowest in amount,At least try.,至少試試。,1.0,0,2025-05-26 22:15:13.165426,0,0,0,0,
leather,a material from animal skin,He wore a leather jacket.,他穿了皮外套。,1.0,0,2025-05-26 22:15:13.165460,0,0,0,0,
leave,to go away or allow,Leave the door open.,把門留著打開。,1.0,0,2025-05-26 22:15:13.165495,0,0,0,0,
left,the opposite of right or past of leave,Turn left at the corner.,在轉角左轉。,1.0,0,2025-05-26 22:15:13.165530,0,0,0,0,
leg,a limb for walking,She broke her leg.,她的腿斷了。,1.0,0,2025-05-26 22:15:13.165564,0,0,0,0,
legacy,something left behind,He left a lasting legacy.,他留下了永恆的遺產。,1.0,0,2025-05-26 22:15:13.165598,0,0,0,0,
legal,allowed by law,It’s not legal to do that.,那樣做不合法。,1.0,0,2025-05-26 22:15:13.165632,0,0,0,0,
legend,a famous story or person,He is a sports legend.,他是體育傳奇。,1.0,0,2025-05-26 22:15:13.165666,0,0,0,0,
legislation,laws or the process of making laws,New legislation was passed.,新法規通過了。,1.0,0,2025-05-26 22:15:13.165701,0,0,0,0,
legitimate,legal or acceptable,It’s a legitimate concern.,這是個合理的擔憂。,1.0,0,2025-05-26 22:15:13.165735,0,0,0,0,
lemon,a sour yellow fruit,Lemon juice is sour.,檸檬汁很酸。,1.0,0,2025-05-26 22:15:13.165769,0,0,0,0,
length,how long something is,The length is 10 meters.,長度是10公尺。,1.0,0,2025-05-26 22:15:13.165804,0,0,0,0,
less,a smaller amount,I have less time today.,我今天時間較少。,1.0,0,2025-05-26 22:15:13.165838,0,0,0,0,
lesson,a unit of teaching,Today’s lesson is about grammar.,今天的課是文法。,1.0,0,2025-05-26 22:15:13.165873,0,0,0,0,
let,to allow,Let me help you.,讓我幫你。,1.0,0,2025-05-26 22:15:13.165906,0,0,0,0,
letter,a character or written message,I wrote her a letter.,我寫信給她。,1.0,0,2025-05-26 22:15:13.165941,0,0,0,0,
level,a height or stage,He reached a new level.,他達到了新層次。,1.0,0,2025-05-26 22:15:13.165975,0,0,0,0,
liberal,open to new ideas or generous,He has a liberal attitude.,他態度開明。,1.0,0,2025-05-26 22:15:13.166009,0,0,0,0,
library,a place with books,I study at the library.,我在圖書館念書。,1.0,0,2025-05-26 22:15:13.166044,0,0,0,0,
license,a permit to do something,He got a driver’s license.,他拿到駕照了。,1.0,0,2025-05-26 22:15:13.166079,0,0,0,0,
lie,to rest or not tell the truth,Don’t lie to me.,別對我說謊。,1.0,0,2025-05-26 22:15:13.166113,0,0,0,0,
life,the condition of being alive,Life is beautiful.,生命是美好的。,1.0,0,2025-05-26 22:15:13.166148,0,0,0,0,
lifestyle,the way a person lives,They live a healthy lifestyle.,他們過著健康的生活。,1.0,0,2025-05-26 22:15:13.166182,0,0,0,0,
lifetime,the duration of life,She worked here for a lifetime.,她在這裡工作了一輩子。,1.0,0,2025-05-26 22:15:13.166217,0,0,0,0,
lift,to raise up,Lift the box carefully.,小心地抬起箱子。,1.0,0,2025-05-26 22:15:13.166251,0,0,0,0,
light,brightness or not heavy,The bag is very light.,這個包很輕。,1.0,0,2025-05-26 22:15:13.166285,0,0,0,0,
like,to enjoy or similar to,I like pizza.,我喜歡披薩。,1.0,0,2025-05-26 22:15:13.166319,0,0,0,0,
likely,probably going to happen,It is likely to rain.,可能會下雨。,1.0,0,2025-05-26 22:15:13.166353,0,0,0,0,
limit,a boundary or maximum,Stay within the speed limit.,保持在速限內。,1.0,0,2025-05-26 22:15:13.166388,0,0,0,0,
limitation,a restriction or disadvantage,There are some limitations to the plan.,這個計畫有些限制。,1.0,0,2025-05-26 22:15:13.166422,0,0,0,0,
limited,not much or small in amount,Time is limited.,時間有限。,1.0,0,2025-05-26 22:15:13.166456,0,0,0,0,
line,a long mark or row,Draw a straight line.,畫一條直線。,1.0,0,2025-05-26 22:15:13.166491,0,0,0,0,
link,a connection,There’s a strong link between diet and health.,飲食與健康有密切關係。,1.0,0,2025-05-26 22:15:13.166525,0,0,0,0,
lip,the edge of the mouth,She put lipstick on her lips.,她擦了口紅。,1.0,0,2025-05-26 22:15:13.166560,0,0,0,0,
list,a written group of items,Make a shopping list.,列一張購物清單。,1.0,0,2025-05-26 22:15:13.166594,0,0,0,0,
listen,to pay attention to sound,Listen carefully.,仔細聽。,1.0,0,2025-05-26 22:15:13.166629,0,0,0,0,
literally,actually or exactly,I literally ran out of time.,我真的沒時間了。,1.0,0,2025-05-26 22:15:13.166663,0,0,0,0,
literary,related to literature,She has a literary background.,她有文學背景。,1.0,0,2025-05-26 22:15:13.166698,0,0,0,0,
literature,written works like novels or poems,He studies English literature.,他研究英國文學。,1.0,0,2025-05-26 22:15:13.166732,0,0,0,0,
little,small in size or amount,He has little time left.,他剩下的時間不多。,1.0,0,2025-05-26 22:15:13.166766,0,0,0,0,
live,to be alive or reside,They live in New York.,他們住在紐約。,1.0,0,2025-05-26 22:15:13.166800,0,0,0,0,
living,being alive or a way of life,She earns a living as a teacher.,她靠當老師維生。,1.0,0,2025-05-26 22:15:13.166834,0,0,0,0,
load,to put things into or onto,They loaded the boxes into the truck.,他們把箱子裝進卡車裡。,1.0,0,2025-05-26 22:15:13.166868,0,0,0,0,
loan,money borrowed and expected to be paid back,He applied for a car loan.,他申請了一筆車貸。,1.0,0,2025-05-26 22:15:13.166902,0,0,0,0,
local,nearby or related to a specific area,We prefer local produce.,我們偏好本地產品。,1.0,0,2025-05-26 22:15:13.166936,0,0,0,0,
locate,to find the position of something,Can you locate the missing file?,你能找到遺失的檔案嗎？,1.0,0,2025-05-26 22:15:13.166970,0,0,0,0,
location,a place or position,This is a perfect location for a shop.,這是開店的理想地點。,1.0,0,2025-05-26 22:15:13.167004,0,0,0,0,
lock,to secure or fasten,Don’t forget to lock the door.,別忘了鎖門。,1.0,0,2025-05-26 22:15:13.167038,0,0,0,0,
long,measuring much in time or length,It’s been a long day.,這一天很漫長。,1.0,0,2025-05-26 22:15:13.167072,0,0,0,0,
long-term,lasting a long time,They’re in a long-term relationship.,他們是長期交往。,1.0,0,2025-05-26 22:15:13.167106,0,0,0,0,
look,to see or direct eyes toward,Look at the sky!,看看天空！,1.0,0,2025-05-26 22:15:13.167140,0,0,0,0,
loose,not tight or not firmly fixed,This screw is loose.,這個螺絲鬆了。,1.0,0,2025-05-26 22:15:13.167174,0,0,0,0,
lose,to not win or to misplace,Don’t lose your ticket.,別弄丟你的票。,1.0,0,2025-05-26 22:15:13.167208,0,0,0,0,
loss,the state of no longer having something,They suffered a big loss.,他們遭受了重大損失。,1.0,0,2025-05-26 22:15:13.167242,0,0,0,0,
lost,unable to be found or not won,The dog got lost.,狗走失了。,1.0,0,2025-05-26 22:15:13.167276,0,0,0,0,
lot,a large number or amount,Thanks a lot.,非常感謝。,1.0,0,2025-05-26 22:15:13.167309,0,0,0,0,
lots,many,She has lots of friends.,她有很多朋友。,1.0,0,2025-05-26 22:15:13.167343,0,0,0,0,
loud,making a lot of noise,The music is too loud.,音樂太吵了。,1.0,0,2025-05-26 22:15:13.167377,0,0,0,0,
love,strong affection or to care deeply,They love each other.,他們彼此相愛。,1.0,0,2025-05-26 22:15:13.167411,0,0,0,0,
lovely,very nice or beautiful,What a lovely dress!,多漂亮的洋裝啊！,1.0,0,2025-05-26 22:15:13.167445,0,0,0,0,
lover,a person in a romantic relationship,He is her lover.,他是她的情人。,1.0,0,2025-05-26 22:15:13.167479,0,0,0,0,
low,not high,Keep your voice low.,請小聲一點。,1.0,0,2025-05-26 22:15:13.167512,0,0,0,0,
lower,to reduce or go down,Lower the volume.,把音量調低。,1.0,0,2025-05-26 22:15:13.167546,0,0,0,0,
luck,good or bad fortune,He has good luck.,他運氣很好。,1.0,0,2025-05-26 22:15:13.167579,0,0,0,0,
lucky,having good fortune,You’re so lucky!,你真幸運！,1.0,0,2025-05-26 22:15:13.167613,0,0,0,0,
lunch,the mid-day meal,Let’s go out for lunch.,我們去外面吃午餐吧。,1.0,0,2025-05-26 22:15:13.167647,0,0,0,0,
lung,an organ for breathing,Smoking damages your lungs.,吸菸傷肺。,1.0,0,2025-05-26 22:15:13.167681,0,0,0,0,
machine,a mechanical device,This is a powerful machine.,這是一台強力的機器。,1.0,0,2025-05-26 22:15:13.167715,0,0,0,0,
mad,angry or crazy,He was mad at me.,他對我生氣了。,1.0,0,2025-05-26 22:15:13.167748,0,0,0,0,
magazine,a publication issued regularly,She subscribes to fashion magazines.,她訂閱時尚雜誌。,1.0,0,2025-05-26 22:15:13.167782,0,0,0,0,
mail,letters and packages sent or received,I checked the mail.,我查收了郵件。,1.0,0,2025-05-26 22:15:13.167816,0,0,0,0,
main,most important,The main point is clear.,重點很清楚。,1.0,0,2025-05-26 22:15:13.167850,0,0,0,0,
mainly,mostly or primarily,The show is mainly for kids.,這節目主要給小孩看。,1.0,0,2025-05-26 22:15:13.167884,0,0,0,0,
maintain,to keep in good condition,We maintain the building weekly.,我們每週維護大樓。,1.0,0,2025-05-26 22:15:13.167918,0,0,0,0,
maintenance,the act of keeping in good condition,Elevator maintenance is scheduled.,電梯保養已排定。,1.0,0,2025-05-26 22:15:13.167952,0,0,0,0,
major,important or large in scope,This is a major issue.,這是一個重大問題。,1.0,0,2025-05-26 22:15:13.167985,0,0,0,0,
majority,the greater part,The majority agreed.,大多數人同意。,1.0,0,2025-05-26 22:15:13.168019,0,0,0,0,
make,to create or produce,She makes her own clothes.,她自己做衣服。,1.0,0,2025-05-26 22:15:13.168053,0,0,0,0,
maker,a person or company that makes something,He is a furniture maker.,他是家具製造商。,1.0,0,2025-05-26 22:15:13.168086,0,0,0,0,
makeup,cosmetics or composition,She wears light makeup.,她化淡妝。,1.0,0,2025-05-26 22:15:13.168120,0,0,0,0,
male,relating to men or boys,He is the only male student.,他是唯一的男學生。,1.0,0,2025-05-26 22:15:13.168154,0,0,0,0,
mall,a large shopping center,Let’s meet at the mall.,我們在購物中心碰面吧。,1.0,0,2025-05-26 22:15:13.168188,0,0,0,0,
man,an adult male human,He is a good man.,他是個好人。,1.0,0,2025-05-26 22:15:13.168221,0,0,0,0,
manage,to be in charge of something or handle something successfully,She manages a team of engineers.,她管理一個工程師團隊。,1.0,0,2025-05-26 22:15:13.168255,0,0,0,0,
management,the process of dealing with or controlling things or people,Good time management is important at work.,良好的時間管理在工作中很重要。,1.0,0,2025-05-26 22:15:13.168289,0,0,0,0,
manager,a person responsible for controlling or administering an organization or group of staff,The manager approved our vacation request.,經理批准了我們的休假申請。,1.0,0,2025-05-26 22:15:13.168323,0,0,0,0,
manner,a way in which a thing is done or happens,He spoke in a polite manner.,他用有禮貌的方式說話。,1.0,0,2025-05-26 22:15:13.168356,0,0,0,0,
manufacturer,a person or company that makes goods for sale,The manufacturer recalled the defective cars.,製造商召回了有缺陷的汽車。,1.0,0,2025-05-26 22:15:13.168390,0,0,0,0,
manufacturing,the process of making products，especially with machines,This city is a major manufacturing center.,這座城市是主要的製造中心。,1.0,0,2025-05-26 22:15:13.168424,0,0,0,0,
many,a large number of,Many people enjoy traveling.,許多人喜歡旅行。,1.0,0,2025-05-26 22:15:13.168457,0,0,0,0,
map,a visual representation of an area,He checked the map before driving.,他在開車前查看了地圖。,1.0,0,2025-05-26 22:15:13.168491,0,0,0,0,
margin,the edge or border of something,She wrote notes in the margin of the book.,她在書的邊緣寫了筆記。,1.0,0,2025-05-26 22:15:13.168525,0,0,0,0,
mark,a visible impression or symbol,He made a mark on the wall with a pencil.,他用鉛筆在牆上做了記號。,1.0,0,2025-05-26 22:15:13.168558,0,0,0,0,
market,a place or system for buying and selling,She bought vegetables at the market.,她在市場買了蔬菜。,1.0,0,2025-05-26 22:15:13.168592,0,0,0,0,
marketing,the action or business of promoting and selling products,She works in digital marketing.,她從事數位行銷工作。,1.0,0,2025-05-26 22:15:13.168626,0,0,0,0,
marriage,the legal or formal union of two people as partners in a relationship,Their marriage lasted 30 years.,他們的婚姻維持了三十年。,1.0,0,2025-05-26 22:15:13.168659,0,0,0,0,
married,having a spouse,He is married and has two children.,他已婚並有兩個孩子。,1.0,0,2025-05-26 22:15:13.168693,0,0,0,0,
marry,to become someone's husband or wife,They decided to marry next spring.,他們決定明年春天結婚。,1.0,0,2025-05-26 22:15:13.168727,0,0,0,0,
mask,a covering for part or all of the face,She wore a mask during the pandemic.,她在疫情期間戴著口罩。,1.0,0,2025-05-26 22:15:13.168761,0,0,0,0,
mass,a large amount or number,A mass of people gathered at the square.,一大群人聚集在廣場上。,1.0,0,2025-05-26 22:15:13.168795,0,0,0,0,
massive,very large in size or amount,They built a massive stadium downtown.,他們在市中心建了一座巨大的體育場。,1.0,0,2025-05-26 22:15:13.168828,0,0,0,0,
master,a person who has control or is highly skilled,She is a master of classical piano.,她是古典鋼琴大師。,1.0,0,2025-05-26 22:15:13.168861,0,0,0,0,
match,a contest between two or more parties or a thing that corresponds,The soccer match was exciting.,那場足球比賽很精彩。,1.0,0,2025-05-26 22:15:13.168895,0,0,0,0,
material,substance used to make things,Wood is a common building material.,木頭是常見的建築材料。,1.0,0,2025-05-26 22:15:13.168928,0,0,0,0,
math,short for mathematics,He is good at math.,他擅長數學。,1.0,0,2025-05-26 22:15:13.168962,0,0,0,0,
matter,a subject or situation being considered,Money is not the only matter to think about.,金錢不是唯一要考慮的事情。,1.0,0,2025-05-26 22:15:13.168995,0,0,0,0,
may,used to express possibility or permission,You may leave early today.,你今天可以早點離開。,1.0,0,2025-05-26 22:15:13.169029,0,0,0,0,
maybe,possibly but not certainly,Maybe we’ll go out tonight.,也許我們今晚會出去。,1.0,0,2025-05-26 22:15:13.169062,0,0,0,0,
mayor,the head of a city or town government,The mayor announced a new policy.,市長宣布了一項新政策。,1.0,0,2025-05-26 22:15:13.169096,0,0,0,0,
me,used by a speaker to refer to himself or herself,He gave me a gift.,他給了我一份禮物。,1.0,0,2025-05-26 22:15:13.169130,0,0,0,0,
meal,an occasion when food is eaten,We had a big meal last night.,我們昨晚吃了一頓大餐。,1.0,0,2025-05-26 22:15:13.169163,0,0,0,0,
mean,to have a particular meaning or intention,What does this word mean?,這個單字是什麼意思？,1.0,0,2025-05-26 22:15:13.169197,0,0,0,0,
meaning,what is meant by a word or action,The meaning of life is debated.,生命的意義備受爭議。,1.0,0,2025-05-26 22:15:13.169230,0,0,0,0,
meanwhile,at the same time,"She was cooking; meanwhile, he set the table.",她在煮飯，同時他擺好餐桌。,1.0,0,2025-05-26 22:15:13.169264,0,0,0,0,
measure,to find the size，amount，or degree of something,He measured the length of the table.,他量了桌子的長度。,1.0,0,2025-05-26 22:15:13.169298,0,0,0,0,
measurement,the size or amount found by measuring,We took the room’s measurements.,我們量了房間的尺寸。,1.0,0,2025-05-26 22:15:13.169332,0,0,0,0,
meat,the flesh of an animal used as food,She doesn't eat red meat.,她不吃紅肉。,1.0,0,2025-05-26 22:15:13.169365,0,0,0,0,
mechanism,a system of parts working together in a machine,The lock has a simple mechanism.,這個鎖有個簡單的機械結構。,1.0,0,2025-05-26 22:15:13.169399,0,0,0,0,
media,the main means of mass communication,The story was reported in the media.,媒體報導了這個故事。,1.0,0,2025-05-26 22:15:13.169432,0,0,0,0,
medical,relating to medicine and treatment,He needs medical attention.,他需要醫療照護。,1.0,0,2025-05-26 22:15:13.169466,0,0,0,0,
medication,medicine used to treat illness,She takes medication for asthma.,她吃藥來治療氣喘。,1.0,0,2025-05-26 22:15:13.169499,0,0,0,0,
